Please provide hourly results  in mg/m3 of CO monitoring conducted in Dublin City by completing the table below. ,,,,,,,,,
The 8 hour rolling avgerages will calculate automatically. ,,,,,,,,,
Please provide a flag number (see comment for list) for the data entered if possible. The comment field is optional.,,,,,,,,,
Please indicate if any of the stations listed below have been reomved from the network.,,,,,,,,,
Dublin City Council,,,,,,,,,
Site,,           Wood Quay (Winetavern St.),,,,         Coleraine Street,,,
Date,Time,CO mg/m3,8 hr roling avg,Flag,Comment,CO mg/m3,8 hr roling avg,Flag,Comment
27/06/2011,5.00,0.1,0.1,2,,0.6,0.6,2,
27/06/2011,6.00,0.1,0.1,2,,0.5,0.6,2,
27/06/2011,7.00,0.1,0.1,2,,0.5,0.6,2,
27/06/2011,8.00,0.1,0.1,2,,0.6,0.6,2,
27/06/2011,9.00,0.1,0.1,2,,0.5,0.6,2,
27/06/2011,10.00,0.1,0.1,2,,0.5,0.5,2,
27/06/2011,11.00,0.1,0.1,2,,0.6,0.5,2,
27/06/2011,12.00,0.1,0.1,2,,0.6,0.5,2,
27/06/2011,13.00,0.1,0.1,2,,0.6,0.5,2,
27/06/2011,14.00,0.1,0.1,2,,0.6,0.6,2,
27/06/2011,15.00,0.1,0.1,2,,0.6,0.6,2,
27/06/2011,16.00,0.1,0.1,2,,0.6,0.6,2,
27/06/2011,17.00,0.2,0.1,2,,0.6,0.6,2,
27/06/2011,18.00,0.2,0.1,2,,0.6,0.6,2,
27/06/2011,19.00,0.1,0.1,2,,0.6,0.6,2,
27/06/2011,20.00,0.1,0.1,2,,0.6,0.6,2,
27/06/2011,21.00,0.1,0.1,2,,0.5,0.6,2,
27/06/2011,22.00,0.1,0.1,2,,0.5,0.6,2,
27/06/2011,23.00,0.1,0.1,2,,0.5,0.6,2,
28/06/2011,0.00,0.1,0.1,2,,0.5,0.6,2,
28/06/2011,1.00,0.1,0.1,2,,0.4,0.5,2,
28/06/2011,2.00,0.1,0.1,2,,0.3,0.5,2,
28/06/2011,3.00,0.1,0.1,2,,0.5,0.5,2,
28/06/2011,4.00,0.1,0.1,2,,0.6,0.5,2,
28/06/2011,5.00,0.1,0.1,2,,0.3,0.5,2,
28/06/2011,6.00,0.1,0.1,2,,0.3,0.4,2,
28/06/2011,7.00,0.1,0.1,2,,0.1,0.4,2,
28/06/2011,8.00,0.1,0.1,2,,0.3,0.4,2,
28/06/2011,9.00,0.1,0.1,2,,0.6,0.4,2,
28/06/2011,10.00,0.1,0.1,2,,0.6,0.4,2,
28/06/2011,11.00,0.1,0.1,2,,0.6,0.4,2,
28/06/2011,12.00,0.1,0.1,2,,0.5,0.4,2,
28/06/2011,13.00,0.1,0.1,2,,0.5,0.4,2,
28/06/2011,14.00,0.1,0.1,2,,0.6,0.5,2,
28/06/2011,15.00,0.1,0.1,2,,0.7,0.5,2,
28/06/2011,16.00,0.1,0.1,2,,0.5,0.6,2,
28/06/2011,17.00,0.2,0.1,2,,0.5,0.6,2,
28/06/2011,18.00,0.2,0.1,2,,0.5,0.6,2,
28/06/2011,19.00,0.1,0.1,2,,0.5,0.5,2,
28/06/2011,20.00,0.1,0.1,2,,0.5,0.5,2,
28/06/2011,21.00,0.1,0.1,2,,0.5,0.5,2,
28/06/2011,22.00,0.1,0.1,2,,0.5,0.5,2,
28/06/2011,23.00,0.1,0.1,2,,0.6,0.5,2,
29/06/2011,0.00,0.1,0.1,2,,0.6,0.6,2,
29/06/2011,1.00,0.1,0.1,2,,0.5,0.5,2,
29/06/2011,2.00,0.1,0.1,2,,0.4,0.5,2,
29/06/2011,3.00,0.1,0.1,2,,0.1,0.5,2,
29/06/2011,4.00,0.1,0.1,2,,0.1,0.4,2,
29/06/2011,5.00,0.1,0.1,2,,0.0,0.4,2,
29/06/2011,6.00,0.1,0.1,2,,0.1,0.3,2,
29/06/2011,7.00,0.1,0.1,2,,0.1,0.2,2,
29/06/2011,8.00,0.1,0.1,2,,0.1,0.2,2,
29/06/2011,9.00,0.1,0.1,2,,0.3,0.2,2,
29/06/2011,10.00,0.1,0.1,2,,0.2,0.1,2,
29/06/2011,11.00,0.1,0.1,2,,0.3,0.1,2,
29/06/2011,12.00,0.1,0.1,2,,0.6,0.2,2,
29/06/2011,13.00,0.1,0.1,2,,0.5,0.3,2,
29/06/2011,14.00,0.1,0.1,2,,0.4,0.3,2,
29/06/2011,15.00,0.1,0.1,2,,0.5,0.4,2,
29/06/2011,16.00,0.1,0.1,2,,0.5,0.4,2,
29/06/2011,17.00,0.2,0.1,2,,0.6,0.4,2,
29/06/2011,18.00,0.2,0.1,2,,0.5,0.5,2,
29/06/2011,19.00,0.1,0.1,2,,0.6,0.5,2,
29/06/2011,20.00,0.1,0.1,2,,0.6,0.5,2,
29/06/2011,21.00,0.1,0.1,2,,0.6,0.6,2,
29/06/2011,22.00,0.1,0.1,2,,0.5,0.6,2,
29/06/2011,23.00,0.1,0.1,2,,0.5,0.6,2,
30/06/2011,0.00,0.1,0.1,2,,0.4,0.6,2,
30/06/2011,1.00,0.1,0.1,2,,0.4,0.5,2,
30/06/2011,2.00,0.1,0.1,2,,0.2,0.5,2,
30/06/2011,3.00,0.1,0.1,2,,0.2,0.4,2,
30/06/2011,4.00,0.1,0.1,2,,0.1,0.4,2,
30/06/2011,5.00,0.1,0.1,2,,0.1,0.3,2,
30/06/2011,6.00,0.1,0.1,2,,0.1,0.3,2,
30/06/2011,7.00,0.1,0.1,2,,0.1,0.2,2,
30/06/2011,8.00,0.1,0.1,2,,0.0,0.1,2,
30/06/2011,9.00,0.2,0.1,2,,0.0,0.1,2,
30/06/2011,10.00,0.1,0.1,2,,0.0,0.1,2,
30/06/2011,11.00,0.1,0.1,2,,0.2,0.1,2,
30/06/2011,12.00,0.1,0.1,2,,0.2,0.1,2,
30/06/2011,13.00,0.1,0.1,2,,0.3,0.1,2,
30/06/2011,14.00,0.1,0.1,2,,0.5,0.1,2,
30/06/2011,15.00,0.1,0.1,2,,0.5,0.2,2,
30/06/2011,16.00,0.2,0.1,2,,0.6,0.3,2,
30/06/2011,17.00,0.2,0.1,2,,0.5,0.3,2,
30/06/2011,18.00,0.2,0.1,2,,0.4,0.4,2,
30/06/2011,19.00,0.1,0.1,2,,0.4,0.4,2,
30/06/2011,20.00,0.1,0.1,2,,0.5,0.5,2,
30/06/2011,21.00,0.1,0.1,2,,0.5,0.5,2,
30/06/2011,22.00,0.1,0.1,2,,0.4,0.5,2,
30/06/2011,23.00,0.1,0.1,2,,0.6,0.5,2,
01/07/2011,0.00,0.1,0.1,2,,0.6,0.5,2,
01/07/2011,1.00,0.1,0.1,2,,0.5,0.5,2,
01/07/2011,2.00,0.1,0.1,2,,0.3,0.5,2,
01/07/2011,3.00,0.1,0.1,2,,0.2,0.5,2,
01/07/2011,4.00,0.1,0.1,2,,0.2,0.4,2,
01/07/2011,5.00,0.1,0.1,2,,0.2,0.4,2,
01/07/2011,6.00,0.1,0.1,2,,0.1,0.3,2,
01/07/2011,7.00,0.1,0.1,2,,0.1,0.3,2,
01/07/2011,8.00,0.1,0.1,2,,0.3,0.2,2,
01/07/2011,9.00,0.1,0.1,2,,0.6,0.2,2,
01/07/2011,10.00,0.1,0.1,2,,0.5,0.3,2,
01/07/2011,11.00,0.1,0.1,2,,0.6,0.3,2,
01/07/2011,12.00,0.1,0.1,2,,0.5,0.3,2,
01/07/2011,13.00,0.1,0.1,2,,0.6,0.4,2,
01/07/2011,14.00,0.1,0.1,2,,0.6,0.5,2,
01/07/2011,15.00,0.1,0.1,2,,0.6,0.5,2,
01/07/2011,16.00,0.2,0.1,2,,0.6,0.6,2,
01/07/2011,17.00,0.1,0.1,2,,0.6,0.6,2,
01/07/2011,18.00,0.2,0.1,2,,0.6,0.6,2,
01/07/2011,19.00,0.1,0.1,2,,0.6,0.6,2,
01/07/2011,20.00,0.1,0.1,2,,0.6,0.6,2,
01/07/2011,21.00,0.1,0.1,2,,0.7,0.6,2,
01/07/2011,22.00,0.1,0.1,2,,0.7,0.6,2,
01/07/2011,23.00,0.1,0.1,2,,0.7,0.6,2,
02/07/2011,0.00,0.2,0.1,2,,0.7,0.7,2,
02/07/2011,1.00,0.2,0.1,2,,0.7,0.7,2,
02/07/2011,2.00,0.2,0.1,2,,0.7,0.7,2,
02/07/2011,3.00,0.2,0.1,2,,0.7,0.7,2,
02/07/2011,4.00,0.2,0.2,2,,0.6,0.7,2,
02/07/2011,5.00,0.2,0.2,2,,0.6,0.7,2,
02/07/2011,6.00,0.1,0.2,2,,0.5,0.7,2,
02/07/2011,7.00,0.1,0.2,2,,0.6,0.6,2,
02/07/2011,8.00,0.1,0.2,2,,0.6,0.6,2,
02/07/2011,9.00,0.1,0.2,2,,0.6,0.6,2,
02/07/2011,10.00,0.1,0.1,2,,0.6,0.6,2,
02/07/2011,11.00,0.1,0.1,2,,0.6,0.6,2,
02/07/2011,12.00,0.1,0.1,2,,0.6,0.6,2,
02/07/2011,13.00,0.1,0.1,2,,0.6,0.6,2,
02/07/2011,14.00,0.1,0.1,2,,0.6,0.6,2,
02/07/2011,15.00,0.1,0.1,2,,0.6,0.6,2,
02/07/2011,16.00,0.1,0.1,2,,0.6,0.6,2,
02/07/2011,17.00,0.1,0.1,2,,0.6,0.6,2,
02/07/2011,18.00,0.1,0.1,2,,0.7,0.6,2,
02/07/2011,19.00,0.1,0.1,2,,0.6,0.6,2,
02/07/2011,20.00,0.1,0.1,2,,0.6,0.6,2,
02/07/2011,21.00,0.1,0.1,2,,0.7,0.6,2,
02/07/2011,22.00,0.1,0.1,2,,0.6,0.6,2,
02/07/2011,23.00,0.1,0.1,2,,0.6,0.6,2,
03/07/2011,0.00,0.1,0.1,2,,0.6,0.6,2,
03/07/2011,1.00,0.1,0.1,2,,0.6,0.6,2,
03/07/2011,2.00,0.1,0.1,2,,0.6,0.6,2,
03/07/2011,3.00,0.1,0.1,2,,0.5,0.6,2,
03/07/2011,4.00,0.1,0.1,2,,0.5,0.6,2,
03/07/2011,5.00,0.1,0.1,2,,0.5,0.6,2,
03/07/2011,6.00,0.1,0.1,2,,0.5,0.6,2,
03/07/2011,7.00,0.1,0.1,2,,0.4,0.5,2,
03/07/2011,8.00,0.1,0.1,2,,0.4,0.5,2,
03/07/2011,9.00,0.1,0.1,2,,0.5,0.5,2,
03/07/2011,10.00,0.1,0.1,2,,0.5,0.5,2,
03/07/2011,11.00,0.1,0.1,2,,0.6,0.5,2,
03/07/2011,12.00,0.1,0.1,2,,0.6,0.5,2,
03/07/2011,13.00,0.1,0.1,2,,0.6,0.5,2,
03/07/2011,14.00,0.1,0.1,2,,0.6,0.5,2,
03/07/2011,15.00,0.1,0.1,2,,0.6,0.5,2,
03/07/2011,16.00,0.1,0.1,2,,0.6,0.6,2,
03/07/2011,17.00,0.1,0.1,2,,0.6,0.6,2,
03/07/2011,18.00,0.2,0.1,2,,0.6,0.6,2,
03/07/2011,19.00,0.2,0.1,2,,0.6,0.6,2,
03/07/2011,20.00,0.2,0.1,2,,0.6,0.6,2,
03/07/2011,21.00,0.2,0.1,2,,0.7,0.6,2,
03/07/2011,22.00,0.2,0.1,2,,0.8,0.6,2,
03/07/2011,23.00,0.2,0.2,2,,0.8,0.7,2,
04/07/2011,0.00,0.2,0.2,2,,0.8,0.7,2,
04/07/2011,1.00,0.2,0.2,2,,0.7,0.7,2,
04/07/2011,2.00,0.1,0.2,2,,0.6,0.7,2,
04/07/2011,3.00,0.1,0.2,2,,0.6,0.7,2,
04/07/2011,4.00,0.1,0.2,2,,0.6,0.7,2,
04/07/2011,5.00,0.1,0.1,2,,0.6,0.7,2,
04/07/2011,6.00,0.1,0.1,2,,0.6,0.7,2,
04/07/2011,7.00,0.1,0.1,2,,0.7,0.6,2,
04/07/2011,8.00,0.2,0.1,2,,0.6,0.6,2,
04/07/2011,9.00,0.1,0.1,2,,0.7,0.6,2,
04/07/2011,10.00,0.1,0.1,2,,0.6,0.6,2,
04/07/2011,11.00,0.1,0.1,2,,0.6,0.6,2,
04/07/2011,12.00,0.1,0.1,2,,0.6,0.6,2,
04/07/2011,13.00,0.1,0.1,2,,0.7,0.7,2,
04/07/2011,14.00,0.1,0.1,2,,0.7,0.7,2,
04/07/2011,15.00,0.1,0.1,2,,0.6,0.6,2,
04/07/2011,16.00,0.1,0.1,2,,0.6,0.6,2,
04/07/2011,17.00,0.1,0.1,2,,0.6,0.6,2,
04/07/2011,18.00,0.1,0.1,2,,0.6,0.6,2,
04/07/2011,19.00,0.1,0.1,2,,0.6,0.6,2,
04/07/2011,20.00,0.1,0.1,2,,0.6,0.6,2,
04/07/2011,21.00,0.1,0.1,2,,0.6,0.6,2,
04/07/2011,22.00,0.1,0.1,2,,0.6,0.6,2,
04/07/2011,23.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,0.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,1.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,2.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,3.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,4.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,5.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,6.00,0.1,0.1,2,,0.7,0.6,2,
05/07/2011,7.00,0.1,0.1,2,,0.7,0.6,2,
05/07/2011,8.00,0.1,0.1,2,,0.7,0.6,2,
05/07/2011,9.00,0.2,0.1,2,,0.7,0.6,2,
05/07/2011,10.00,0.2,0.1,2,,0.7,0.7,2,
05/07/2011,11.00,0.1,0.1,2,,0.7,0.7,2,
05/07/2011,12.00,0.1,0.1,2,,0.6,0.7,2,
05/07/2011,13.00,0.1,0.1,2,,0.7,0.7,2,
05/07/2011,14.00,0.1,0.1,2,,0.6,0.7,2,
05/07/2011,15.00,0.1,0.1,2,,0.6,0.7,2,
05/07/2011,16.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,17.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,18.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,19.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,20.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,21.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,22.00,0.1,0.1,2,,0.6,0.6,2,
05/07/2011,23.00,0.1,0.1,2,,0.6,0.6,2,
06/07/2011,0.00,0.1,0.1,2,,0.6,0.6,2,
06/07/2011,1.00,0.1,0.1,2,,0.6,0.6,2,
06/07/2011,2.00,0.1,0.1,2,,0.5,0.6,2,
06/07/2011,3.00,0.1,0.1,2,,0.5,0.6,2,
06/07/2011,4.00,0.1,0.1,2,,0.5,0.6,2,
06/07/2011,5.00,0.1,0.1,2,,0.5,0.6,2,
06/07/2011,6.00,0.1,0.1,2,,0.6,0.5,2,
06/07/2011,7.00,0.1,0.1,2,,0.6,0.5,2,
06/07/2011,8.00,0.1,0.1,2,,0.6,0.5,2,
06/07/2011,9.00,0.1,0.1,2,,0.7,0.6,2,
06/07/2011,10.00,0.1,0.1,2,,0.6,0.6,2,
06/07/2011,11.00,0.1,0.1,2,,0.7,0.6,2,
06/07/2011,12.00,CAL,0.1,0,,0.6,0.6,2,
06/07/2011,13.00,CAL,0.1,0,,0.6,0.6,2,
06/07/2011,14.00,0.2,0.1,2,,0.6,0.6,2,
06/07/2011,15.00,0.1,0.1,2,,0.7,0.6,2,
06/07/2011,16.00,0.2,0.1,2,,0.6,0.6,2,
06/07/2011,17.00,0.2,0.1,2,,0.6,0.6,2,
06/07/2011,18.00,0.2,0.2,2,,0.6,0.6,2,
06/07/2011,19.00,0.2,0.2,2,,0.7,0.6,2,
06/07/2011,20.00,0.2,0.2,2,,0.7,0.7,2,
06/07/2011,21.00,0.2,0.2,2,,0.7,0.7,2,
06/07/2011,22.00,0.2,0.2,2,,0.6,0.7,2,
06/07/2011,23.00,0.2,0.2,2,,0.7,0.7,2,
07/07/2011,0.00,0.2,0.2,2,,0.7,0.7,2,
07/07/2011,1.00,0.2,0.2,2,,0.5,0.7,2,
07/07/2011,2.00,0.2,0.2,2,,0.5,0.6,2,
07/07/2011,3.00,0.1,0.2,2,,0.5,0.6,2,
07/07/2011,4.00,0.1,0.2,2,,0.5,0.6,2,
07/07/2011,5.00,0.1,0.2,2,,0.6,0.6,2,
07/07/2011,6.00,0.1,0.1,2,,0.6,0.6,2,
07/07/2011,7.00,0.1,0.1,2,,0.5,0.6,2,
07/07/2011,8.00,0.1,0.1,2,,0.4,0.5,2,
07/07/2011,9.00,0.2,0.1,2,,0.7,0.6,2,
07/07/2011,10.00,0.1,0.1,2,,0.7,0.6,2,
07/07/2011,11.00,0.2,0.1,2,,0.4,0.5,2,
07/07/2011,12.00,0.2,0.1,2,,0.4,0.5,2,
07/07/2011,13.00,0.1,0.1,2,,0.5,0.5,2,
07/07/2011,14.00,0.1,0.1,2,,0.5,0.5,2,
07/07/2011,15.00,0.1,0.1,2,,0.6,0.5,2,
07/07/2011,16.00,0.2,0.1,2,,0.6,0.5,2,
07/07/2011,17.00,0.2,0.1,2,,0.4,0.5,2,
07/07/2011,18.00,0.2,0.2,2,,0.5,0.5,2,
07/07/2011,19.00,0.2,0.2,2,,0.5,0.5,2,
07/07/2011,20.00,0.1,0.2,2,,0.5,0.5,2,
07/07/2011,21.00,0.1,0.2,2,,0.5,0.5,2,
07/07/2011,22.00,0.1,0.2,2,,0.6,0.5,2,
07/07/2011,23.00,0.1,0.2,2,,0.6,0.5,2,
08/07/2011,0.00,0.1,0.1,2,,0.5,0.5,2,
08/07/2011,1.00,0.1,0.1,2,,0.5,0.5,2,
08/07/2011,2.00,0.1,0.1,2,,0.5,0.5,2,
08/07/2011,3.00,0.1,0.1,2,,0.5,0.5,2,
08/07/2011,4.00,0.1,0.1,2,,0.5,0.5,2,
08/07/2011,5.00,0.1,0.1,2,,0.5,0.5,2,
08/07/2011,6.00,0.1,0.1,2,,0.6,0.5,2,
08/07/2011,7.00,0.1,0.1,2,,0.6,0.5,2,
08/07/2011,8.00,0.2,0.1,2,,0.6,0.5,2,
08/07/2011,9.00,0.2,0.1,2,,0.6,0.6,2,
08/07/2011,10.00,0.2,0.1,2,,0.6,0.6,2,
08/07/2011,11.00,0.2,0.1,2,,0.6,0.6,2,
08/07/2011,12.00,0.2,0.2,2,,0.6,0.6,2,
08/07/2011,13.00,0.2,0.2,2,,0.6,0.6,2,
08/07/2011,14.00,0.2,0.2,2,,0.6,0.6,2,
08/07/2011,15.00,0.2,0.2,2,,0.6,0.6,2,
08/07/2011,16.00,0.2,0.2,2,,0.6,0.6,2,
08/07/2011,17.00,0.2,0.2,2,,0.7,0.6,2,
08/07/2011,18.00,0.2,0.2,2,,0.6,0.6,2,
08/07/2011,19.00,0.2,0.2,2,,0.6,0.6,2,
08/07/2011,20.00,0.2,0.2,2,,0.6,0.6,2,
08/07/2011,21.00,0.2,0.2,2,,0.6,0.6,2,
08/07/2011,22.00,0.1,0.2,2,,0.7,0.6,2,
08/07/2011,23.00,0.2,0.2,2,,0.6,0.6,2,
09/07/2011,0.00,0.2,0.2,2,,0.6,0.6,2,
09/07/2011,1.00,0.2,0.2,2,,0.6,0.6,2,
09/07/2011,2.00,0.2,0.2,2,,0.6,0.6,2,
09/07/2011,3.00,0.2,0.2,2,,0.6,0.6,2,
09/07/2011,4.00,0.2,0.2,2,,0.4,0.6,2,
09/07/2011,5.00,0.1,0.2,2,,0.4,0.6,2,
09/07/2011,6.00,0.1,0.2,2,,0.3,0.5,2,
09/07/2011,7.00,0.1,0.2,2,,0.2,0.5,2,
09/07/2011,8.00,0.2,0.2,2,,0.1,0.4,2,
09/07/2011,9.00,0.2,0.2,2,,0.2,0.3,2,
09/07/2011,10.00,0.1,0.1,2,,0.4,0.3,2,
09/07/2011,11.00,0.1,0.1,2,,0.5,0.3,2,
09/07/2011,12.00,0.1,0.1,2,,0.4,0.3,2,
09/07/2011,13.00,0.1,0.1,2,,0.3,0.3,2,
09/07/2011,14.00,0.1,0.1,2,,0.4,0.3,2,
09/07/2011,15.00,0.1,0.1,2,,0.4,0.4,2,
09/07/2011,16.00,0.1,0.1,2,,0.6,0.4,2,
09/07/2011,17.00,0.1,0.1,2,,0.5,0.5,2,
09/07/2011,18.00,0.1,0.1,2,,0.5,0.5,2,
09/07/2011,19.00,0.1,0.1,2,,0.5,0.5,2,
09/07/2011,20.00,0.1,0.1,2,,0.4,0.5,2,
09/07/2011,21.00,0.1,0.1,2,,0.5,0.5,2,
09/07/2011,22.00,0.1,0.1,2,,0.5,0.5,2,
09/07/2011,23.00,0.2,0.1,2,,0.5,0.5,2,
10/07/2011,0.00,0.2,0.1,2,,0.5,0.5,2,
10/07/2011,1.00,0.1,0.1,2,,0.5,0.5,2,
10/07/2011,2.00,0.1,0.1,2,,0.5,0.5,2,
10/07/2011,3.00,0.1,0.1,2,,0.5,0.5,2,
10/07/2011,4.00,0.1,0.1,2,,0.5,0.5,2,
10/07/2011,5.00,0.1,0.1,2,,0.6,0.5,2,
10/07/2011,6.00,0.1,0.1,2,,0.5,0.5,2,
10/07/2011,7.00,0.1,0.1,2,,0.5,0.5,2,
10/07/2011,8.00,0.1,0.1,2,,0.3,0.5,2,
10/07/2011,9.00,0.1,0.1,2,,0.4,0.5,2,
10/07/2011,10.00,0.1,0.1,2,,0.5,0.5,2,
10/07/2011,11.00,0.1,0.1,2,,0.5,0.5,2,
10/07/2011,12.00,0.1,0.1,2,,0.6,0.5,2,
10/07/2011,13.00,0.1,0.1,2,,0.4,0.5,2,
10/07/2011,14.00,0.1,0.1,2,,0.3,0.4,2,
10/07/2011,15.00,0.1,0.1,2,,0.4,0.4,2,
10/07/2011,16.00,0.1,0.1,2,,0.4,0.4,2,
10/07/2011,17.00,0.1,0.1,2,,0.4,0.4,2,
10/07/2011,18.00,0.1,0.1,2,,0.4,0.4,2,
10/07/2011,19.00,0.1,0.1,2,,0.5,0.4,2,
10/07/2011,20.00,0.1,0.1,2,,0.4,0.4,2,
10/07/2011,21.00,0.1,0.1,2,,0.6,0.4,2,
10/07/2011,22.00,0.1,0.1,2,,0.6,0.5,2,
10/07/2011,23.00,0.1,0.1,2,,0.5,0.5,2,
11/07/2011,0.00,0.2,0.1,2,,0.4,0.5,2,
11/07/2011,1.00,0.1,0.1,2,,0.4,0.5,2,
11/07/2011,2.00,0.1,0.1,2,,0.4,0.5,2,
11/07/2011,3.00,0.1,0.1,2,,0.5,0.5,2,
11/07/2011,4.00,0.1,0.1,2,,0.5,0.5,2,
11/07/2011,5.00,0.1,0.1,2,,0.6,0.5,2,
11/07/2011,6.00,0.1,0.1,2,,0.6,0.5,2,
11/07/2011,7.00,0.2,0.1,2,,0.6,0.5,2,
11/07/2011,8.00,0.2,0.1,2,,0.7,0.5,2,
11/07/2011,9.00,0.2,0.2,2,,0.7,0.6,2,
11/07/2011,10.00,0.2,0.2,2,,0.4,0.6,2,
11/07/2011,11.00,0.2,0.2,2,,0.4,0.6,2,
11/07/2011,12.00,0.2,0.2,2,,0.6,0.6,2,
11/07/2011,13.00,0.2,0.2,2,,0.5,0.6,2,
11/07/2011,14.00,0.1,0.2,2,,0.5,0.6,2,
11/07/2011,15.00,0.2,0.2,2,,cal,,0,
11/07/2011,16.00,0.2,0.2,2,,0.8,0.6,2,
11/07/2011,17.00,0.2,0.2,2,,0.6,0.5,2,
11/07/2011,18.00,0.2,0.2,2,,0.6,0.6,2,
11/07/2011,19.00,0.2,0.2,2,,0.6,0.6,2,
11/07/2011,20.00,0.1,0.2,2,,0.6,0.6,2,
11/07/2011,21.00,0.2,0.2,2,,0.5,0.6,2,
11/07/2011,22.00,0.1,0.2,2,,0.5,0.6,2,
11/07/2011,23.00,0.1,0.2,2,,0.5,0.6,2,
12/07/2011,0.00,0.1,0.1,2,,0.6,0.6,2,
12/07/2011,1.00,0.1,0.1,2,,0.6,0.6,2,
12/07/2011,2.00,0.1,0.1,2,,0.5,0.6,2,
12/07/2011,3.00,0.1,0.1,2,,0.6,0.6,2,
12/07/2011,4.00,0.1,0.1,2,,0.7,0.6,2,
12/07/2011,5.00,0.1,0.1,2,,0.7,0.6,2,
12/07/2011,6.00,0.1,0.1,2,,0.7,0.6,2,
12/07/2011,7.00,0.1,0.1,2,,0.7,0.6,2,
12/07/2011,8.00,0.2,0.1,2,,0.7,0.6,2,
12/07/2011,9.00,0.2,0.1,2,,0.7,0.7,2,
12/07/2011,10.00,0.2,0.1,2,,0.7,0.7,2,
12/07/2011,11.00,0.2,0.1,2,,0.7,0.7,2,
12/07/2011,12.00,0.2,0.1,2,,0.5,0.6,2,
12/07/2011,13.00,0.2,0.2,2,,0.5,0.6,2,
12/07/2011,14.00,0.1,0.2,2,,0.4,0.6,2,
12/07/2011,15.00,0.1,0.2,2,,0.4,0.6,2,
12/07/2011,16.00,0.1,0.2,2,,0.5,0.5,2,
12/07/2011,17.00,0.1,0.2,2,,0.5,0.5,2,
12/07/2011,18.00,0.2,0.2,2,,0.6,0.5,2,
12/07/2011,19.00,0.2,0.2,2,,0.6,0.5,2,
12/07/2011,20.00,0.1,0.1,2,,0.6,0.5,2,
12/07/2011,21.00,0.1,0.1,2,,0.6,0.5,2,
12/07/2011,22.00,0.1,0.1,2,,0.5,0.5,2,
12/07/2011,23.00,0.1,0.1,2,,0.6,0.6,2,
13/07/2011,0.00,0.1,0.1,2,,0.6,0.6,2,
13/07/2011,1.00,0.1,0.1,2,,0.6,0.6,2,
13/07/2011,2.00,0.2,0.1,2,,0.7,0.6,2,
13/07/2011,3.00,0.2,0.1,2,,0.7,0.6,2,
13/07/2011,4.00,0.2,0.1,2,,0.7,0.6,2,
13/07/2011,5.00,0.1,0.1,2,,0.7,0.6,2,
13/07/2011,6.00,0.2,0.1,2,,0.8,0.7,2,
13/07/2011,7.00,0.2,0.2,2,,0.5,0.7,2,
13/07/2011,8.00,0.1,0.2,2,,0.5,0.6,2,
13/07/2011,9.00,0.1,0.2,2,,0.7,0.7,2,
13/07/2011,10.00,0.1,0.1,2,,0.5,0.6,2,
13/07/2011,11.00,0.1,0.1,2,,0.4,0.6,2,
13/07/2011,12.00,0.1,0.1,2,,0.6,0.6,2,
13/07/2011,13.00,0.1,0.1,2,,0.6,0.6,2,
13/07/2011,14.00,0.1,0.1,2,,0.5,0.5,2,
13/07/2011,15.00,0.1,0.1,2,,0.6,0.5,2,
13/07/2011,16.00,0.2,0.1,2,,0.6,0.6,2,
13/07/2011,17.00,0.2,0.1,2,,0.6,0.5,2,
13/07/2011,18.00,0.2,0.1,2,,0.6,0.6,2,
13/07/2011,19.00,0.2,0.1,2,,0.6,0.6,2,
13/07/2011,20.00,0.1,0.2,2,,0.6,0.6,2,
13/07/2011,21.00,0.1,0.2,2,,0.7,0.6,2,
13/07/2011,22.00,0.1,0.2,2,,0.7,0.6,2,
13/07/2011,23.00,0.1,0.1,2,,0.7,0.7,2,
14/07/2011,0.00,0.2,0.1,2,,0.7,0.7,2,
14/07/2011,1.00,0.2,0.2,2,,0.6,0.7,2,
14/07/2011,2.00,0.2,0.1,2,,0.5,0.7,2,
14/07/2011,3.00,0.1,0.1,2,,0.5,0.6,2,
14/07/2011,4.00,0.1,0.1,2,,0.5,0.6,2,
14/07/2011,5.00,0.1,0.1,2,,0.5,0.6,2,
14/07/2011,6.00,0.1,0.1,2,,0.7,0.6,2,
14/07/2011,7.00,0.1,0.1,2,,0.7,0.6,2,
14/07/2011,8.00,0.2,0.1,2,,0.6,0.6,2,
14/07/2011,9.00,0.2,0.1,2,,0.7,0.6,2,
14/07/2011,10.00,0.2,0.1,2,,0.7,0.6,2,
14/07/2011,11.00,0.1,0.1,2,,0.6,0.6,2,
14/07/2011,12.00,0.1,0.1,2,,0.7,0.6,2,
